Type,EDI_Std_Nomenclature,W,A,Ht,h,B,b,tnom,tdes,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,J
HSS,,412.0,49200,864.0,792.0,254.0,183.0,25.4,23.6,4000.0,12300.0,9260.0,284.0,558.0,5030.0,4390.0,106.0,1680000.0
HSS,,364.0,43400,864.0,803.0,254.0,192.0,22.2,20.7,3580.0,10900.0,8290.0,287.0,504.0,4490.0,3970.0,108.0,1510000.0
HSS,,315.0,37500,864.0,810.0,254.0,201.0,19.1,17.7,3140.0,9540.0,7280.0,290.0,445.0,3930.0,3520.0,109.0,1330000.0
HSS,,266.0,31500,864.0,820.0,254.0,210.0,15.9,14.8,2680.0,8080.0,6190.0,292.0,385.0,3360.0,3030.0,110.0,1130000.0
HSS,,372.0,44300,762.0,691.0,254.0,183.0,25.4,23.6,2870.0,9930.0,7540.0,254.0,491.0,4470.0,3880.0,105.0,1440000.0
HSS,,329.0,39200,762.0,701.0,254.0,192.0,22.2,20.7,2580.0,8850.0,6770.0,257.0,445.0,4010.0,3520.0,107.0,1290000.0
HSS,,285.0,33900,762.0,709.0,254.0,201.0,19.1,17.7,2260.0,7720.0,5950.0,259.0,396.0,3520.0,3110.0,108.0,1140000.0
HSS,,240.0,28600,762.0,719.0,254.0,210.0,15.9,14.8,1930.0,6550.0,5080.0,259.0,341.0,3000.0,2690.0,109.0,970000.0
HSS,,194.0,23100,762.0,726.0,254.0,219.0,12.7,11.8,1590.0,5340.0,4160.0,262.0,283.0,2440.0,2230.0,111.0,795000.0
HSS,,315.0,37500,610.0,556.0,508.0,455.0,19.1,17.7,2060.0,8010.0,6770.0,234.0,1560.0,7080.0,6150.0,204.0,2810000.0
HSS,,266.0,31500,610.0,566.0,508.0,465.0,15.9,14.8,1760.0,6770.0,5750.0,236.0,1330.0,5980.0,5230.0,205.0,2370000.0
HSS,,214.0,25500,610.0,574.0,508.0,472.0,12.7,11.8,1440.0,5510.0,4700.0,237.0,1090.0,4870.0,4280.0,207.0,1920000.0
HSS,,162.0,19300,610.0,584.0,508.0,483.0,9.53,8.86,1100.0,4200.0,3610.0,239.0,832.0,3700.0,3280.0,208.0,1460000.0
HSS,,136.0,16200,610.0,587.0,508.0,485.0,7.95,7.39,928.0,3520.0,3050.0,240.0,703.0,3110.0,2770.0,209.0,1230000.0
HSS,,300.0,35700,610.0,556.0,457.0,404.0,19.1,17.7,1910.0,7470.0,6260.0,231.0,1220.0,6150.0,5360.0,185.0,2370000.0
HSS,,253.0,30100,610.0,566.0,457.0,414.0,15.9,14.8,1620.0,6330.0,5330.0,232.0,1040.0,5210.0,4570.0,186.0,2000000.0
HSS,,204.0,24300,610.0,574.0,457.0,422.0,12.7,11.8,1330.0,5150.0,4360.0,234.0,857.0,4230.0,3750.0,188.0,1630000.0
HSS,,155.0,18400,610.0,584.0,457.0,432.0,9.53,8.86,1020.0,3930.0,3340.0,235.0,658.0,3230.0,2880.0,189.0,1240000.0
HSS,,130.0,15400,610.0,587.0,457.0,434.0,7.95,7.39,857.0,3290.0,2820.0,236.0,554.0,2720.0,2430.0,190.0,1040000.0
HSS,,285.0,33900,610.0,556.0,406.0,353.0,19.1,17.7,1750.0,6950.0,5740.0,227.0,937.0,5260.0,4600.0,166.0,1950000.0
HSS,,240.0,28600,610.0,566.0,406.0,363.0,15.9,14.8,1490.0,5880.0,4880.0,228.0,799.0,4460.0,3930.0,167.0,1650000.0
HSS,,194.0,23100,610.0,574.0,406.0,371.0,12.7,11.8,1220.0,4790.0,4000.0,230.0,658.0,3640.0,3230.0,169.0,1340000.0
HSS,,147.0,17500,610.0,584.0,406.0,381.0,9.53,8.86,937.0,3650.0,3080.0,232.0,504.0,2770.0,2490.0,170.0,1020000.0
HSS,,123.0,14600,610.0,587.0,406.0,384.0,7.95,7.39,791.0,3080.0,2590.0,232.0,429.0,2340.0,2100.0,171.0,862000.0
HSS,,270.0,32100,610.0,556.0,356.0,302.0,19.1,17.7,1590.0,6410.0,5210.0,223.0,691.0,4420.0,3880.0,147.0,1550000.0
HSS,,228.0,27000,610.0,566.0,356.0,312.0,15.9,14.8,1360.0,5440.0,4460.0,224.0,591.0,3750.0,3330.0,148.0,1320000.0
HSS,,184.0,21900,610.0,574.0,356.0,320.0,12.7,11.8,1120.0,4420.0,3650.0,226.0,487.0,3060.0,2740.0,149.0,1070000.0
HSS,,140.0,16600,610.0,584.0,356.0,330.0,9.53,8.86,857.0,3390.0,2800.0,227.0,375.0,2340.0,2110.0,150.0,820000.0
HSS,,117.0,13900,610.0,587.0,356.0,333.0,7.95,7.39,724.0,2850.0,2380.0,228.0,318.0,1970.0,1790.0,151.0,691000.0
HSS,,94.1,11200,610.0,592.0,356.0,338.0,6.35,5.92,587.0,2290.0,1920.0,229.0,258.0,1600.0,1450.0,152.0,558000.0
HSS,,331.0,39500,610.0,538.0,305.0,234.0,25.4,23.6,1810.0,7520.0,5930.0,214.0,608.0,4620.0,3980.0,124.0,1510000.0
HSS,,294.0,35000,610.0,549.0,305.0,243.0,22.2,20.7,1630.0,6720.0,5340.0,216.0,549.0,4130.0,3610.0,125.0,1350000.0
HSS,,255.0,30400,610.0,556.0,305.0,252.0,19.1,17.7,1430.0,5880.0,4700.0,217.0,487.0,3620.0,3200.0,126.0,1190000.0
HSS,,215.0,25500,610.0,566.0,305.0,262.0,15.9,14.8,1220.0,4980.0,4020.0,219.0,416.0,3080.0,2740.0,128.0,1010000.0
HSS,,174.0,20700,610.0,574.0,305.0,269.0,12.7,11.8,1010.0,4060.0,3310.0,220.0,345.0,2520.0,2260.0,129.0,824000.0
HSS,,132.0,15700,610.0,584.0,305.0,279.0,9.53,8.86,774.0,3110.0,2540.0,222.0,267.0,1930.0,1750.0,131.0,633000.0
HSS,,111.0,13200,610.0,587.0,305.0,282.0,7.95,7.39,653.0,2620.0,2150.0,223.0,226.0,1630.0,1480.0,131.0,533000.0
HSS,,89.1,10600,610.0,592.0,305.0,287.0,6.35,5.92,533.0,2110.0,1740.0,224.0,184.0,1320.0,1210.0,132.0,429000.0
HSS,,154.0,18300,610.0,574.0,203.0,168.0,12.7,11.8,791.0,3360.0,2610.0,208.0,140.0,1530.0,1380.0,87.4,398000.0
HSS,,117.0,13900,610.0,584.0,203.0,177.0,9.53,8.86,612.0,2570.0,2020.0,210.0,109.0,1180.0,1080.0,88.9,308000.0
HSS,,98.0,11700,610.0,587.0,203.0,181.0,7.95,7.39,520.0,2160.0,1700.0,211.0,93.2,1000.0,918.0,89.4,260000.0
HSS,,78.9,9420,610.0,592.0,203.0,185.0,6.35,5.92,420.0,1750.0,1380.0,212.0,76.2,811.0,751.0,90.2,211000.0
HSS,,412.0,49200,559.0,488.0,559.0,488.0,25.4,23.6,2310.0,9770.0,8280.0,217.0,2310.0,9770.0,8280.0,217.0,3700000.0
HSS,,364.0,43400,559.0,498.0,559.0,498.0,22.2,20.7,2070.0,8690.0,7410.0,218.0,2070.0,8690.0,7410.0,218.0,3280000.0
HSS,,315.0,37600,559.0,505.0,559.0,505.0,19.1,17.7,1810.0,7570.0,6470.0,220.0,1810.0,7570.0,6470.0,220.0,2860000.0
HSS,,266.0,31500,559.0,516.0,559.0,516.0,15.9,14.8,1540.0,6390.0,5520.0,221.0,1540.0,6390.0,5520.0,221.0,2410000.0
HSS,,214.0,25500,559.0,523.0,559.0,523.0,12.7,11.8,1260.0,5190.0,4520.0,223.0,1260.0,5190.0,4520.0,223.0,1960000.0
HSS,,300.0,35700,559.0,505.0,508.0,455.0,19.1,17.7,1680.0,7080.0,6010.0,217.0,1450.0,6640.0,5720.0,201.0,2460000.0
HSS,,253.0,30100,559.0,516.0,508.0,465.0,15.9,14.8,1430.0,6000.0,5130.0,218.0,1240.0,5620.0,4870.0,203.0,2080000.0
HSS,,204.0,24300,559.0,523.0,508.0,472.0,12.7,11.8,1170.0,4870.0,4200.0,220.0,1020.0,4570.0,4000.0,204.0,1690000.0
HSS,,155.0,18400,559.0,533.0,508.0,483.0,9.53,8.86,899.0,3720.0,3210.0,221.0,778.0,3490.0,3060.0,206.0,1290000.0
HSS,,130.0,15400,559.0,536.0,508.0,485.0,7.95,7.39,758.0,3130.0,2720.0,222.0,658.0,2930.0,2590.0,207.0,1080000.0
HSS,,285.0,33900,559.0,505.0,457.0,404.0,19.1,17.7,1550.0,6590.0,5540.0,214.0,1140.0,5750.0,4980.0,183.0,2080000.0
HSS,,240.0,28600,559.0,516.0,457.0,414.0,15.9,14.8,1320.0,5590.0,4720.0,215.0,970.0,4870.0,4240.0,184.0,1760000.0
HSS,,194.0,23100,559.0,523.0,457.0,422.0,12.7,11.8,1080.0,4540.0,3870.0,216.0,795.0,3970.0,3490.0,186.0,1430000.0
HSS,,147.0,17500,559.0,533.0,457.0,432.0,9.53,8.86,832.0,3470.0,2980.0,218.0,612.0,3030.0,2690.0,187.0,1090000.0
HSS,,123.0,14600,559.0,536.0,457.0,434.0,7.95,7.39,699.0,2920.0,2510.0,219.0,516.0,2560.0,2260.0,188.0,916000.0
HSS,,270.0,32100,559.0,505.0,406.0,353.0,19.1,17.7,1420.0,6100.0,5060.0,210.0,866.0,4920.0,4260.0,164.0,1720000.0
HSS,,228.0,27000,559.0,516.0,406.0,363.0,15.9,14.8,1210.0,5180.0,4330.0,211.0,741.0,4160.0,3650.0,166.0,1460000.0
HSS,,184.0,21900,559.0,523.0,406.0,371.0,12.7,11.8,991.0,4210.0,3560.0,213.0,612.0,3390.0,3000.0,167.0,1190000.0
HSS,,140.0,16600,559.0,533.0,406.0,381.0,9.53,8.86,762.0,3230.0,2740.0,214.0,470.0,2610.0,2310.0,168.0,903000.0
HSS,,117.0,13900,559.0,536.0,406.0,384.0,7.95,7.39,645.0,2700.0,2310.0,215.0,397.0,2180.0,1950.0,169.0,762000.0
HSS,,94.1,11200,559.0,541.0,406.0,389.0,6.35,5.92,520.0,2200.0,1870.0,216.0,322.0,1770.0,1580.0,170.0,612000.0
HSS,,255.0,30400,559.0,505.0,356.0,302.0,19.1,17.7,1290.0,5620.0,4600.0,206.0,637.0,4110.0,3590.0,145.0,1370000.0
HSS,,215.0,25500,559.0,516.0,356.0,312.0,15.9,14.8,1100.0,4770.0,3930.0,207.0,549.0,3490.0,3080.0,146.0,1170000.0
HSS,,174.0,20700,559.0,523.0,356.0,320.0,12.7,11.8,903.0,3880.0,3230.0,209.0,450.0,2850.0,2540.0,148.0,953000.0
HSS,,132.0,15700,559.0,533.0,356.0,330.0,9.53,8.86,695.0,2980.0,2490.0,211.0,348.0,2200.0,1970.0,149.0,728000.0
HSS,,111.0,13200,559.0,536.0,356.0,333.0,7.95,7.39,587.0,2510.0,2100.0,211.0,295.0,1840.0,1660.0,150.0,612000.0
HSS,,89.1,10600,559.0,541.0,356.0,338.0,6.35,5.92,475.0,2020.0,1700.0,212.0,239.0,1490.0,1350.0,150.0,495000.0
HSS,,190.0,22600,559.0,516.0,254.0,210.0,15.9,14.8,878.0,3950.0,3130.0,197.0,256.0,2280.0,2020.0,106.0,649000.0
HSS,,154.0,18300,559.0,523.0,254.0,219.0,12.7,11.8,724.0,3230.0,2590.0,199.0,212.0,1870.0,1670.0,108.0,533000.0
HSS,,117.0,13900,559.0,533.0,254.0,227.0,9.53,8.86,558.0,2470.0,2000.0,201.0,165.0,1440.0,1300.0,109.0,410000.0
HSS,,98.0,11700,559.0,536.0,254.0,232.0,7.95,7.39,475.0,2100.0,1690.0,201.0,140.0,1210.0,1100.0,110.0,346000.0
HSS,,78.9,9420,559.0,541.0,254.0,236.0,6.35,5.92,384.0,1690.0,1370.0,202.0,114.0,983.0,901.0,110.0,281000.0
HSS,,372.0,44300,508.0,437.0,508.0,437.0,25.4,23.6,1710.0,7960.0,6720.0,196.0,1710.0,7960.0,6720.0,196.0,2750000.0
HSS,,329.0,39200,508.0,447.0,508.0,447.0,22.2,20.7,1530.0,7100.0,6020.0,197.0,1530.0,7100.0,6020.0,197.0,2440000.0
HSS,,285.0,33900,508.0,455.0,508.0,455.0,19.1,17.7,1340.0,6200.0,5290.0,199.0,1340.0,6200.0,5290.0,199.0,2130000.0
HSS,,240.0,28600,508.0,465.0,508.0,465.0,15.9,14.8,1140.0,5240.0,4510.0,200.0,1140.0,5240.0,4510.0,200.0,1800000.0
HSS,,194.0,23100,508.0,472.0,508.0,472.0,12.7,11.8,941.0,4280.0,3700.0,202.0,941.0,4280.0,3700.0,202.0,1460000.0
HSS,,147.0,17500,508.0,483.0,508.0,483.0,9.53,8.86,724.0,3260.0,2850.0,203.0,724.0,3260.0,2850.0,203.0,1120000.0
HSS,,123.0,14600,508.0,485.0,508.0,485.0,7.95,7.39,608.0,2740.0,2390.0,204.0,608.0,2740.0,2390.0,204.0,937000.0
HSS,,255.0,30400,508.0,455.0,406.0,353.0,19.1,17.7,1130.0,5310.0,4440.0,193.0,799.0,4560.0,3930.0,162.0,1490000.0
HSS,,215.0,25500,508.0,465.0,406.0,363.0,15.9,14.8,966.0,4510.0,3800.0,194.0,683.0,3870.0,3380.0,164.0,1270000.0
HSS,,174.0,20700,508.0,472.0,406.0,371.0,12.7,11.8,791.0,3670.0,3110.0,196.0,562.0,3160.0,2770.0,165.0,1030000.0
HSS,,132.0,15700,508.0,483.0,406.0,381.0,9.53,8.86,612.0,2820.0,2410.0,197.0,433.0,2430.0,2130.0,166.0,787000.0
HSS,,111.0,13200,508.0,485.0,406.0,384.0,7.95,7.39,516.0,2360.0,2030.0,198.0,367.0,2030.0,1800.0,167.0,662000.0
HSS,,89.1,10600,508.0,490.0,406.0,389.0,6.35,5.92,416.0,1920.0,1640.0,199.0,298.0,1640.0,1470.0,168.0,533000.0
HSS,,291.0,34700,508.0,437.0,305.0,234.0,25.4,23.6,1140.0,5640.0,4490.0,181.0,512.0,3950.0,3360.0,121.0,1170000.0
HSS,,258.0,30800,508.0,447.0,305.0,243.0,22.2,20.7,1030.0,5050.0,4060.0,183.0,462.0,3540.0,3050.0,123.0,1050000.0
HSS,,224.0,26800,508.0,455.0,305.0,252.0,19.1,17.7,911.0,4430.0,3590.0,184.0,411.0,3110.0,2700.0,124.0,924000.0
HSS,,189.0,22600,508.0,465.0,305.0,262.0,15.9,14.8,783.0,3770.0,3080.0,186.0,354.0,2650.0,2330.0,125.0,787000.0
HSS,,153.0,18300,508.0,472.0,305.0,269.0,12.7,11.8,645.0,3080.0,2540.0,188.0,293.0,2160.0,1920.0,127.0,641000.0
HSS,,117.0,13900,508.0,483.0,305.0,279.0,9.53,8.86,499.0,2360.0,1970.0,189.0,228.0,1670.0,1490.0,128.0,491000.0
HSS,,97.9,11700,508.0,485.0,305.0,282.0,7.94,7.39,420.0,2000.0,1660.0,190.0,193.0,1410.0,1270.0,129.0,415000.0
HSS,,250.0,29900,508.0,437.0,203.0,132.0,25.4,23.6,857.0,4470.0,3380.0,169.0,196.0,2310.0,1930.0,81.0,549000.0
HSS,,223.0,26600,508.0,447.0,203.0,141.0,22.2,20.7,783.0,4030.0,3080.0,171.0,180.0,2080.0,1770.0,82.3,499000.0
HSS,,194.0,23200,508.0,455.0,203.0,150.0,19.1,17.7,695.0,3540.0,2740.0,173.0,161.0,1840.0,1590.0,83.6,441000.0
HSS,,164.0,19500,508.0,465.0,203.0,159.0,15.9,14.8,599.0,3030.0,2360.0,175.0,141.0,1580.0,1390.0,84.8,381000.0
HSS,,133.0,15900,508.0,472.0,203.0,168.0,12.7,11.8,495.0,2490.0,1950.0,177.0,118.0,1300.0,1160.0,86.1,315000.0
HSS,,102.0,12100,508.0,483.0,203.0,177.0,9.53,8.86,385.0,1920.0,1520.0,179.0,92.4,1010.0,911.0,87.4,244000.0
HSS,,85.3,10100,508.0,485.0,203.0,181.0,7.94,7.39,327.0,1620.0,1290.0,180.0,78.7,852.0,777.0,88.1,206000.0
HSS,,152.0,18100,508.0,465.0,152.0,108.0,15.9,14.8,508.0,2650.0,2000.0,168.0,72.8,1100.0,957.0,63.5,220000.0
HSS,,123.0,14700,508.0,472.0,152.0,117.0,12.7,11.8,425.0,2200.0,1670.0,170.0,61.6,914.0,810.0,64.8,184000.0
HSS,,94.1,11200,508.0,483.0,152.0,126.0,9.53,8.86,330.0,1690.0,1300.0,172.0,49.1,711.0,642.0,66.0,144000.0
HSS,,79.0,9420,508.0,485.0,152.0,130.0,7.95,7.39,280.0,1430.0,1100.0,172.0,42.0,605.0,551.0,66.8,122000.0
HSS,,63.8,7610,508.0,490.0,152.0,135.0,6.35,5.92,229.0,1160.0,900.0,173.0,34.5,492.0,452.0,67.6,99900.0
HSS,,113.0,13500,508.0,472.0,102.0,66.0,12.7,11.8,349.0,1880.0,1370.0,161.0,24.4,557.0,480.0,42.7,81200.0
HSS,,86.4,10300,508.0,483.0,102.0,74.9,9.53,8.86,273.0,1460.0,1080.0,163.0,19.8,439.0,390.0,43.9,64900.0
HSS,,72.7,8650,508.0,485.0,102.0,79.5,7.94,7.39,233.0,1240.0,918.0,164.0,17.1,375.0,338.0,44.5,55800.0
HSS,,58.7,6970,508.0,490.0,102.0,83.8,6.35,5.92,191.0,1010.0,751.0,165.0,14.3,306.0,280.0,45.2,46200.0
HSS,,331.0,39500,457.0,386.0,457.0,386.0,25.4,23.6,1220.0,6340.0,5310.0,175.0,1220.0,6340.0,5310.0,175.0,1970000.0
HSS,,293.0,35000,457.0,396.0,457.0,396.0,22.2,20.7,1090.0,5670.0,4790.0,177.0,1090.0,5670.0,4790.0,177.0,1760000.0
HSS,,255.0,30400,457.0,404.0,457.0,404.0,19.1,17.7,966.0,4950.0,4230.0,178.0,966.0,4950.0,4230.0,178.0,1540000.0
HSS,,215.0,25500,457.0,414.0,457.0,414.0,15.9,14.8,824.0,4210.0,3610.0,180.0,824.0,4210.0,3610.0,180.0,1300000.0
HSS,,174.0,20700,457.0,422.0,457.0,422.0,12.7,11.8,678.0,3440.0,2970.0,181.0,678.0,3440.0,2970.0,181.0,1060000.0
HSS,,132.0,15700,457.0,432.0,457.0,432.0,9.53,8.86,520.0,2620.0,2280.0,182.0,520.0,2620.0,2280.0,182.0,807000.0
HSS,,111.0,13200,457.0,434.0,457.0,434.0,7.95,7.39,441.0,2210.0,1930.0,183.0,441.0,2210.0,1930.0,183.0,678000.0
HSS,,89.1,10600,457.0,439.0,457.0,439.0,6.35,5.92,358.0,1790.0,1570.0,184.0,358.0,1790.0,1570.0,184.0,549000.0
HSS,,164.0,19500,457.0,414.0,254.0,210.0,15.9,14.8,533.0,2880.0,2330.0,165.0,213.0,1920.0,1670.0,104.0,495000.0
HSS,,133.0,15900,457.0,422.0,254.0,219.0,12.7,11.8,441.0,2360.0,1920.0,166.0,177.0,1580.0,1390.0,106.0,407000.0
HSS,,102.0,12100,457.0,432.0,254.0,227.0,9.53,8.86,341.0,1820.0,1490.0,168.0,138.0,1220.0,1090.0,107.0,313000.0
HSS,,85.4,10100,457.0,434.0,254.0,232.0,7.95,7.39,289.0,1540.0,1270.0,169.0,117.0,1030.0,924.0,107.0,264000.0
HSS,,68.8,8190,457.0,439.0,254.0,236.0,6.35,5.92,236.0,1250.0,1030.0,170.0,95.7,834.0,755.0,108.0,214000.0
HSS,,152.0,18100,457.0,414.0,203.0,159.0,15.9,14.8,458.0,2560.0,2000.0,159.0,127.0,1440.0,1260.0,84.1,332000.0
HSS,,123.0,14700,457.0,422.0,203.0,168.0,12.7,11.8,380.0,2100.0,1660.0,161.0,107.0,1190.0,1050.0,85.3,274000.0
HSS,,94.1,11200,457.0,432.0,203.0,177.0,9.53,8.86,296.0,1620.0,1290.0,163.0,84.1,919.0,828.0,86.6,212000.0
HSS,,79.0,9420,457.0,434.0,203.0,181.0,7.95,7.39,251.0,1370.0,1100.0,164.0,71.6,778.0,705.0,87.4,180000.0
HSS,,63.8,7610,457.0,439.0,203.0,185.0,6.35,5.92,205.0,1110.0,896.0,164.0,58.7,633.0,577.0,87.9,146000.0
HSS,,164.0,19500,457.0,404.0,152.0,99.3,19.1,17.7,441.0,2590.0,1930.0,150.0,74.5,1150.0,977.0,61.7,221000.0
HSS,,139.0,16600,457.0,414.0,152.0,108.0,15.9,14.8,384.0,2210.0,1690.0,152.0,65.8,1000.0,864.0,63.0,192000.0
HSS,,113.0,13500,457.0,422.0,152.0,117.0,12.7,11.8,320.0,1840.0,1400.0,154.0,55.8,831.0,731.0,64.3,161000.0
HSS,,86.4,10300,457.0,432.0,152.0,126.0,9.53,8.86,251.0,1420.0,1100.0,156.0,44.1,647.0,582.0,65.5,126000.0
HSS,,72.7,8650,457.0,434.0,152.0,130.0,7.94,7.39,214.0,1200.0,934.0,157.0,38.0,549.0,498.0,66.3,107000.0
HSS,,58.7,6970,457.0,439.0,152.0,135.0,6.35,5.92,174.0,973.0,762.0,158.0,31.3,447.0,410.0,66.8,87400.0
HSS,,291.0,34700,406.0,335.0,406.0,335.0,25.4,23.6,828.0,4920.0,4080.0,155.0,828.0,4920.0,4080.0,155.0,1360000.0
HSS,,258.0,30800,406.0,345.0,406.0,345.0,22.2,20.7,749.0,4390.0,3690.0,156.0,749.0,4390.0,3690.0,156.0,1220000.0
HSS,,224.0,26800,406.0,353.0,406.0,353.0,19.1,17.7,662.0,3850.0,3260.0,157.0,662.0,3850.0,3260.0,157.0,1070000.0
HSS,,189.0,22600,406.0,363.0,406.0,363.0,15.9,14.8,570.0,3280.0,2800.0,159.0,570.0,3280.0,2800.0,159.0,903000.0
HSS,,153.0,18300,406.0,371.0,406.0,371.0,12.7,11.8,470.0,2690.0,2310.0,160.0,470.0,2690.0,2310.0,160.0,737000.0
HSS,,117.0,13900,406.0,381.0,406.0,381.0,9.53,8.86,363.0,2060.0,1790.0,162.0,363.0,2060.0,1790.0,162.0,562000.0
HSS,,97.9,11700,406.0,384.0,406.0,384.0,7.94,7.39,308.0,1740.0,1510.0,162.0,308.0,1740.0,1510.0,162.0,475000.0
HSS,,78.9,9420,406.0,389.0,406.0,389.0,6.35,5.92,250.0,1410.0,1230.0,163.0,250.0,1410.0,1230.0,163.0,383000.0
HSS,,250.0,29900,406.0,335.0,305.0,234.0,25.4,23.6,653.0,4000.0,3210.0,148.0,416.0,3280.0,2740.0,118.0,845000.0
HSS,,223.0,26600,406.0,345.0,305.0,243.0,22.2,20.7,595.0,3590.0,2920.0,149.0,379.0,2930.0,2490.0,119.0,762000.0
HSS,,194.0,23200,406.0,353.0,305.0,252.0,19.1,17.7,529.0,3160.0,2610.0,151.0,337.0,2590.0,2210.0,121.0,670000.0
HSS,,164.0,19500,406.0,363.0,305.0,262.0,15.9,14.8,454.0,2700.0,2230.0,152.0,291.0,2210.0,1920.0,122.0,570000.0
HSS,,133.0,15900,406.0,371.0,305.0,269.0,12.7,11.8,376.0,2210.0,1850.0,154.0,242.0,1820.0,1590.0,123.0,466000.0
HSS,,102.0,12100,406.0,381.0,305.0,279.0,9.53,8.86,292.0,1700.0,1440.0,155.0,188.0,1400.0,1230.0,125.0,359000.0
HSS,,85.4,10100,406.0,384.0,305.0,282.0,7.94,7.39,248.0,1440.0,1220.0,156.0,160.0,1180.0,1050.0,125.0,303000.0
HSS,,152.0,18100,406.0,363.0,254.0,210.0,15.9,14.8,397.0,2410.0,1950.0,148.0,191.0,1740.0,1500.0,103.0,420000.0
HSS,,123.0,14700,406.0,371.0,254.0,219.0,12.7,11.8,330.0,1980.0,1620.0,150.0,159.0,1430.0,1260.0,104.0,345000.0
HSS,,94.1,11200,406.0,381.0,254.0,227.0,9.53,8.86,256.0,1520.0,1260.0,151.0,124.0,1100.0,982.0,105.0,266000.0
HSS,,79.0,9420,406.0,384.0,254.0,232.0,7.95,7.39,218.0,1290.0,1070.0,152.0,106.0,934.0,834.0,106.0,224000.0
HSS,,63.8,7610,406.0,389.0,254.0,236.0,6.35,5.92,177.0,1040.0,873.0,153.0,86.6,759.0,682.0,107.0,182000.0
HSS,,187.0,22400,406.0,345.0,203.0,141.0,22.2,20.7,437.0,2790.0,2150.0,140.0,145.0,1700.0,1430.0,80.5,370000.0
HSS,,164.0,19500,406.0,353.0,203.0,150.0,19.1,17.7,391.0,2460.0,1920.0,141.0,131.0,1510.0,1280.0,81.8,329000.0
HSS,,139.0,16600,406.0,363.0,203.0,159.0,15.9,14.8,339.0,2110.0,1670.0,143.0,114.0,1300.0,1120.0,83.1,283000.0
HSS,,113.0,13500,406.0,371.0,203.0,168.0,12.7,11.8,283.0,1740.0,1390.0,145.0,95.7,1070.0,944.0,84.3,234000.0
HSS,,86.4,10300,406.0,381.0,203.0,177.0,9.53,8.86,221.0,1350.0,1090.0,147.0,75.3,832.0,742.0,85.6,181000.0
HSS,,72.7,8650,406.0,384.0,203.0,181.0,7.94,7.39,188.0,1140.0,924.0,147.0,64.5,705.0,634.0,86.4,154000.0
HSS,,58.7,6970,406.0,389.0,203.0,185.0,6.35,5.92,153.0,924.0,755.0,148.0,52.9,574.0,519.0,86.9,125000.0
HSS,,126.0,15000,406.0,363.0,152.0,108.0,15.9,14.8,282.0,1820.0,1390.0,137.0,58.7,896.0,769.0,62.5,166000.0
HSS,,103.0,12300,406.0,371.0,152.0,117.0,12.7,11.8,236.0,1500.0,1160.0,139.0,49.9,746.0,654.0,63.8,139000.0
HSS,,78.9,9420,406.0,381.0,152.0,126.0,9.53,8.86,185.0,1170.0,911.0,140.0,39.7,582.0,521.0,65.0,108000.0
HSS,,66.4,7870,406.0,384.0,152.0,130.0,7.95,7.39,158.0,988.0,777.0,141.0,34.0,495.0,447.0,65.5,92400.0
HSS,,53.6,6390,406.0,389.0,152.0,135.0,6.35,5.92,129.0,803.0,636.0,142.0,28.1,405.0,369.0,66.3,75300.0
HSS,,40.6,4810,406.0,394.0,152.0,139.0,4.78,4.42,98.6,610.0,485.0,143.0,21.6,308.0,283.0,67.1,57400.0
HSS,,113.0,13500,406.0,363.0,102.0,57.4,15.9,14.8,224.0,1520.0,1100.0,129.0,22.5,533.0,442.0,40.6,72400.0
HSS,,92.7,11100,406.0,371.0,102.0,66.0,12.7,11.8,189.0,1270.0,932.0,131.0,19.6,449.0,385.0,41.9,62400.0
HSS,,71.2,8520,406.0,381.0,102.0,74.9,9.53,8.86,150.0,987.0,737.0,133.0,15.9,356.0,313.0,43.4,49900.0
HSS,,60.0,7160,406.0,384.0,102.0,79.5,7.94,7.39,128.0,837.0,631.0,134.0,13.8,303.0,272.0,43.9,42900.0
HSS,,48.6,5780,406.0,389.0,102.0,83.8,6.35,5.92,105.0,683.0,518.0,135.0,11.5,249.0,226.0,44.7,35500.0
HSS,,36.7,4360,406.0,394.0,102.0,88.4,4.76,4.42,80.3,519.0,397.0,136.0,8.95,192.0,177.0,45.2,27300.0
HSS,,250.0,29900,356.0,284.0,356.0,284.0,25.4,23.6,537.0,3670.0,3020.0,134.0,537.0,3670.0,3020.0,134.0,887000.0
HSS,,223.0,26600,356.0,295.0,356.0,295.0,22.2,20.7,487.0,3290.0,2740.0,135.0,487.0,3290.0,2740.0,135.0,795000.0
HSS,,194.0,23200,356.0,302.0,356.0,302.0,19.1,17.7,433.0,2900.0,2440.0,137.0,433.0,2900.0,2440.0,137.0,699000.0
HSS,,164.0,19500,356.0,312.0,356.0,312.0,15.9,14.8,373.0,2470.0,2100.0,138.0,373.0,2470.0,2100.0,138.0,595000.0
HSS,,133.0,15900,356.0,320.0,356.0,320.0,12.7,11.8,309.0,2030.0,1740.0,139.0,309.0,2030.0,1740.0,139.0,487000.0
HSS,,102.0,12100,356.0,330.0,356.0,330.0,9.53,8.86,240.0,1560.0,1350.0,141.0,240.0,1560.0,1350.0,141.0,375000.0
HSS,,85.3,10100,356.0,333.0,356.0,333.0,7.94,7.39,204.0,1320.0,1150.0,142.0,204.0,1320.0,1150.0,142.0,316000.0
